Rk,Player,Nation,Pos,Squad,Comp,Age,Born,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Expected xG,Expected npxG,Expected xA,Expected npxG+xA,Per 90 Minutes xG,Per 90 Minutes xA,Per 90 Minutes xG+xA,Per 90 Minutes npxG,Per 90 Minutes npxG+xA
1551,Han-Noah Massengo\Han-Noah-Massengo,fr FRA,FWMF,Monaco,fr Ligue 1,17,2001,3,0,61,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1552,Arthur Masuaku\Arthur-Masuaku,cd COD,DF,West Ham,eng Premier League,24,1993,23,19,1759,19.5,0,1,0,0,0,2,0,0,0.05,0.05,0,0.05,0.1,0.1,1.5,1.5,0,0.07,0.08,0,0.08
1553,Jaime Mata\Jaime-Mata,es ESP,FWMF,Getafe,es La Liga,29,1988,34,27,2432,27,14,6,10,4,4,10,0,0.52,0.22,0.74,0.37,0.59,12.4,9.4,3,12.4,0.46,0.11,0.57,0.35,0.46
1554,Juan Mata\Juan-Mata,es ESP,FWMF,Manchester Utd,eng Premier League,30,1988,22,16,1289,14.3,3,2,3,0,0,3,0,0.21,0.14,0.35,0.21,0.35,1.5,1.5,3,4.5,0.11,0.21,0.31,0.11,0.31
1555,Luca Matarese\Luca-Matarese,it ITA,FW,Frosinone,it Serie A,20,1998,2,0,16,0.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1556,Jean-Philippe Mateta\Jean-Philippe-Mateta,fr FRA,FW,Mainz 05,de Bundesliga,21,1997,34,29,2483,27.6,14,2,14,0,0,2,0,0.51,0.07,0.58,0.51,0.58,11.7,11.7,2.6,14.3,0.42,0.09,0.52,0.42,0.52
1557,Christian Mathenia\Christian-Mathenia,de GER,GK,Nürnberg,de Bundesliga,26,1992,22,22,1932,21.5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1558,Nemanja Matić\Nemanja-Matic,rs SRB,MF,Manchester Utd,eng Premier League,29,1988,28,28,2436,27.1,1,0,1,0,0,7,1,0.04,0,0.04,0.04,0.04,1.4,1.4,0.9,2.3,0.05,0.03,0.08,0.05,0.08
1559,Joël Matip\Joel-Matip,cm CMR,DF,Liverpool,eng Premier League,26,1991,22,17,1537,17.1,1,0,1,0,0,3,0,0.06,0,0.06,0.06,0.06,0.5,0.5,0.1,0.6,0.03,0,0.04,0.03,0.04
1560,Rabbi Matondo\Rabbi-Matondo,wal WAL,FWMF,Schalke 04,de Bundesliga,17,2000,7,1,189,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0.2,0.7,0.21,0.12,0.33,0.21,0.33
1561,Alessandro Matri\Alessandro-Matri,it ITA,FW,Sassuolo,it Serie A,33,1984,19,6,603,6.7,2,0,2,0,0,3,0,0.3,0,0.3,0.3,0.3,2.8,2.8,0.3,3.2,0.42,0.05,0.48,0.42,0.48
1562,Federico Mattiello\Federico-Mattiello,it ITA,MFDF,Bologna,it Serie A,23,1995,17,16,1333,14.8,1,1,1,0,0,2,1,0.07,0.07,0.14,0.07,0.14,0.4,0.4,2.1,2.5,0.03,0.14,0.17,0.03,0.17
1563,Blaise Matuidi\Blaise-Matuidi,fr FRA,MF,Juventus,it Serie A,31,1987,31,29,2418,26.9,3,2,3,0,0,5,0,0.11,0.07,0.19,0.11,0.19,1.6,1.6,1.4,2.9,0.06,0.05,0.11,0.06,0.11
1564,José Mauri\Jose-Mauri,it ITA,MF,Milan,it Serie A,22,1996,5,2,208,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,0.06,0.08,0.14,0.06,0.14
1565,Stephy Mavididi\Stephy-Mavididi,eng ENG,FW,Juventus,it Serie A,20,1998,1,0,22,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1566,Konstantinos Mavropanos\Konstantinos-Mavropanos,gr GRE,DF,Arsenal,eng Premier League,20,1997,4,3,148,1.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.2,0.3,0.03,0.13,0.16,0.03,0.16
1567,Alfie Mawson\Alfie-Mawson,eng ENG,DF,Fulham,eng Premier League,24,1994,15,13,1131,12.6,0,0,0,0,0,2,0,0,0,0,0,0,0.1,0.1,0,0.2,0.01,0,0.01,0.01,0.01
1568,Philipp Max\Philipp-Max,de GER,DFMF,Augsburg,de Bundesliga,24,1993,30,30,2569,28.5,4,2,4,0,0,1,0,0.14,0.07,0.21,0.14,0.21,2.4,2.4,4.9,7.3,0.08,0.17,0.26,0.08,0.26
1569,Eric Maxim Choupo-Moting\Eric-Maxim-Choupo-Moting,cm CMR,FWMF,Paris S-G,fr Ligue 1,29,1989,22,8,802,8.9,3,0,3,0,0,0,0,0.34,0,0.34,0.34,0.34,4.7,4.7,0.4,5.1,0.52,0.04,0.57,0.52,0.57
1570,Alexandru Maxim\Alexandru-Maxim,ro ROU,MF,Mainz 05,de Bundesliga,28,1990,22,3,579,6.4,1,0,1,0,0,3,0,0.16,0,0.16,0.16,0.16,0.7,0.7,1.6,2.3,0.11,0.24,0.36,0.11,0.36
1571,Borja Mayoral\Borja-Mayoral,es ESP,FW,Levante,es La Liga,21,1997,29,16,1621,18,3,2,3,0,0,1,0,0.17,0.11,0.28,0.17,0.28,3.4,3.4,2.9,6.4,0.19,0.16,0.35,0.19,0.35
1572,Róbert Mazáň\Robert-Mazan,sk SVK,DF,Celta Vigo,es La Liga,24,1994,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.02,0.05,0.07,0.02,0.07
1573,Luca Mazzitelli\Luca-Mazzitelli,it ITA,MFFW,Genoa,it Serie A,22,1995,10,3,323,3.6,0,0,0,0,0,3,0,0,0,0,0,0,0.4,0.4,0.1,0.5,0.12,0.02,0.14,0.12,0.14
1574,Kylian Mbappé\Kylian-Mbappé,fr FRA,FW,Paris S-G,fr Ligue 1,19,1998,29,24,2343,26,33,7,32,1,2,5,1,1.27,0.27,1.54,1.23,1.5,27.2,25.7,5.5,31.2,1.05,0.21,1.26,0.99,1.2
1575,Ibrahima Mbaye\Ibrahima-Mbaye,sn SEN,DF,Bologna,it Serie A,23,1994,23,22,2010,22.3,2,0,2,0,0,6,0,0.09,0,0.09,0.09,0.09,1.9,1.9,0.2,2.2,0.09,0.01,0.1,0.09,0.1
1576,Loïc Mbe Soh\Loic-Mbe-Soh,fr FRA,DF,Paris S-G,fr Ligue 1,17,2001,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0,0.3,0.17,0,0.17,0.17,0.17
1577,Nolan Mbemba\Nolan-Mbemba,fr FRA,MFDF,Reims,fr Ligue 1,23,1995,8,4,357,4,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0.03,0.01,0.04,0.03,0.04
1578,Adama Mbengue\Adama-Mbengue,sn SEN,DF,Caen,fr Ligue 1,24,1993,11,8,739,8.2,0,0,0,0,0,3,0,0,0,0,0,0,0.2,0.2,0.3,0.6,0.03,0.04,0.07,0.03,0.07
1579,Isaac Mbenza\Isaac-Mbenza,be BEL,FWMF,Huddersfield,eng Premier League,22,1996,22,10,986,11,1,1,1,0,0,1,0,0.09,0.09,0.18,0.09,0.18,1.1,1.1,0.8,1.9,0.1,0.07,0.17,0.1,0.17
1580,Stéphane Mbia\Stephane-Mbia,cm CMR,DFMF,Toulouse,fr Ligue 1,32,1986,5,5,446,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.1,0.01,0,0.01,0.01,0.01
1581,Kara Mbodji\Kara-Mbodji,sn SEN,DF,Nantes,fr Ligue 1,28,1989,6,6,506,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,0.03,0,0.03,0.03,0.03
1582,Jordi Mboula\Jordi-Mboula,es ESP,FW,Monaco,fr Ligue 1,19,1999,7,3,276,3.1,0,0,0,0,0,1,0,0,0,0,0,0,0.9,0.9,0.1,1.1,0.31,0.05,0.36,0.31,0.36
1583,James McArthur\James-McArthur,sco SCO,MF,Crystal Palace,eng Premier League,30,1987,38,36,3058,34,3,6,3,0,0,7,0,0.09,0.18,0.26,0.09,0.26,5.4,5.4,3.3,8.8,0.16,0.1,0.26,0.16,0.26
1584,Alex McCarthy\Alex-McCarthy,eng ENG,GK,Southampton,eng Premier League,28,1989,25,25,2250,25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1585,James McCarthy\James-McCarthy,ie IRL,MF,Everton,eng Premier League,27,1990,1,0,15,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1586,Kevin McDonald\Kevin-McDonald,sco SCO,MF,Fulham,eng Premier League,29,1988,15,10,841,9.3,0,0,0,0,0,5,1,0,0,0,0,0,0.1,0.1,0.1,0.2,0.01,0.01,0.02,0.01,0.02
1587,Levan Mchedlidze\Levan-Mchedlidze,ge GEO,FWDF,Empoli,it Serie A,28,1990,11,0,208,2.3,0,1,0,0,0,1,0,0,0.43,0.43,0,0.43,0.2,0.2,0.1,0.3,0.1,0.03,0.13,0.1,0.13
1588,Weston McKennie\Weston-McKennie,us USA,MFDF,Schalke 04,de Bundesliga,19,1998,24,19,1746,19.4,1,4,1,0,0,6,0,0.05,0.21,0.26,0.05,0.26,2.1,2.1,1.8,3.8,0.11,0.09,0.2,0.11,0.2
1589,Dwight McNeil\Dwight-McNeil,eng ENG,MFFW,Burnley,eng Premier League,18,1999,21,19,1591,17.7,3,5,3,0,0,2,0,0.17,0.28,0.45,0.17,0.45,1.8,1.8,3.3,5,0.1,0.18,0.28,0.1,0.28
1590,Scott McTominay\Scott-McTominay,sco SCO,MFDF,Manchester Utd,eng Premier League,21,1996,16,9,867,9.6,2,0,2,0,0,1,0,0.21,0,0.21,0.21,0.21,1,1,0,1.1,0.11,0,0.11,0.11,0.11
1591,Iuri Medeiros\Iuri-Medeiros,pt POR,MFFW,Genoa,it Serie A,24,1994,2,2,106,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,0.1,0.07,0.18,0.1,0.18
1592,Nicky Medja\Nicky-Medja,ch SUI,MF,Fiorentina,it Serie A,18,2000,1,0,45,0.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1593,Álvaro Medrán\Alvaro-Medran,es ESP,MF,Rayo Vallecano,es La Liga,24,1994,21,12,1149,12.8,3,0,3,0,0,8,1,0.23,0,0.23,0.23,0.23,1.5,1.5,1.5,3.1,0.12,0.12,0.24,0.12,0.24
1594,Ben Mee\Ben-Mee,eng ENG,DF,Burnley,eng Premier League,28,1989,38,38,3420,38,0,2,0,0,0,9,0,0,0.05,0.05,0,0.05,1.5,1.5,1.2,2.7,0.04,0.03,0.07,0.04,0.07
1595,Riccardo Meggiorini\Riccardo-Meggiorini,it ITA,FW,Chievo,it Serie A,32,1985,24,18,1548,17.2,3,1,2,1,1,6,0,0.17,0.06,0.23,0.12,0.17,3.7,3,0.6,3.6,0.22,0.03,0.25,0.17,0.21
1596,Admir Mehmedi\Admir-Mehmedi,ch SUI,FWMF,Wolfsburg,de Bundesliga,27,1991,26,20,1692,18.8,6,5,6,0,0,1,0,0.32,0.27,0.59,0.32,0.59,3.2,3.2,3.8,7,0.17,0.2,0.37,0.17,0.37
1597,Soualiho Meïté\Soualiho-Meite,fr FRA,MF,Torino,it Serie A,24,1994,35,30,2659,29.5,2,4,2,0,0,7,1,0.07,0.14,0.2,0.07,0.2,1.2,1.2,2.5,3.7,0.04,0.09,0.13,0.04,0.13
1598,Farid El Melali\Farid-El-Melali,dz ALG,FWMF,Angers,fr Ligue 1,21,1997,18,0,328,3.6,0,1,0,0,0,1,0,0,0.27,0.27,0,0.27,0.4,0.4,0.2,0.6,0.12,0.05,0.17,0.12,0.17
1599,Óscar Melendo\Oscar-Melendo,es ESP,MFFW,Espanyol,es La Liga,20,1997,32,22,1997,22.2,0,5,0,0,0,3,0,0,0.23,0.23,0,0.23,0.8,0.8,3.3,4.1,0.04,0.15,0.18,0.04,0.18
1600,Gonzalo Melero\Gonzalo-Melero,es ESP,MF,Huesca,es La Liga,24,1994,22,14,1345,14.9,2,1,1,1,2,3,0,0.13,0.07,0.2,0.07,0.13,4,2.5,1.1,3.6,0.27,0.07,0.34,0.17,0.24
1601,Arthur Melo\Arthur-Melo,br BRA,MF,Barcelona,es La Liga,21,1996,27,19,1430,15.9,0,1,0,0,0,2,0,0,0.06,0.06,0,0.06,0.3,0.3,1.6,1.9,0.02,0.1,0.12,0.02,0.12
1602,Pedro Mendes\Pedro-Mendes,pt POR,DF,Montpellier,fr Ligue 1,27,1990,31,31,2667,29.6,1,0,1,0,0,7,0,0.03,0,0.03,0.03,0.03,0.5,0.5,0.4,0.8,0.02,0.01,0.03,0.02,0.03
1603,Thiago Mendes\Thiago-Mendes,br BRA,MF,Lille,fr Ligue 1,26,1992,35,35,3074,34.2,0,5,0,0,0,10,0,0,0.15,0.15,0,0.15,1.3,1.3,4.2,5.5,0.04,0.12,0.16,0.04,0.16
1604,Brais Méndez\Brais-Mendez,es ESP,MFFW,Celta Vigo,es La Liga,21,1997,31,27,2349,26.1,6,7,5,1,1,5,0,0.23,0.27,0.5,0.19,0.46,5.6,4.8,3.3,8.1,0.21,0.13,0.34,0.18,0.31
1605,Nathaniel Mendez-Laing\Nathaniel-Mendez-Laing,eng ENG,MFFW,Cardiff City,eng Premier League,26,1992,20,11,985,10.9,4,1,3,1,1,0,0,0.37,0.09,0.46,0.27,0.37,2.8,2.1,1.5,3.5,0.26,0.13,0.39,0.19,0.32
1606,Stiven Mendoza\Stiven-Mendoza,co COL,FWMF,Amiens,fr Ligue 1,26,1992,25,22,1877,20.9,2,2,2,0,0,4,0,0.1,0.1,0.19,0.1,0.19,2.8,2.8,1.9,4.7,0.14,0.09,0.23,0.14,0.23
1607,Alexandre Mendy\Alexandre-Mendy,gw GNB,FW,Guingamp,fr Ligue 1,24,1994,16,8,767,8.5,3,0,3,0,0,2,0,0.35,0,0.35,0.35,0.35,3.1,3.1,0.5,3.6,0.36,0.06,0.42,0.36,0.42
1608,Benjamin Mendy\Benjamin-Mendy,fr FRA,DF,Manchester City,eng Premier League,24,1994,10,10,900,10,0,5,0,0,0,1,0,0,0.5,0.5,0,0.5,0.2,0.2,1.3,1.5,0.02,0.13,0.15,0.02,0.15
1609,Edouard Mendy\Edouard-Mendy,sn SEN,GK,Reims,fr Ligue 1,26,1992,38,38,3420,38,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1610,Ferland Mendy\Ferland-Mendy,fr FRA,DF,Lyon,fr Ligue 1,23,1995,30,27,2531,28.1,2,1,2,0,0,2,0,0.07,0.04,0.11,0.07,0.11,1.1,1.1,3.4,4.5,0.04,0.12,0.16,0.04,0.16
1611,Nampalys Mendy\Nampalys-Mendy,fr FRA,MF,Leicester City,eng Premier League,26,1992,31,23,2092,23.2,0,0,0,0,0,5,0,0,0,0,0,0,0.1,0.1,0.2,0.3,0,0.01,0.01,0,0.01
1612,Hamza Mendyl\Hamza-Mendyl,ma MAR,DFMF,Schalke 04,de Bundesliga,20,1997,9,7,544,6,0,0,0,0,0,5,0,0,0,0,0,0,0.1,0.1,0.1,0.3,0.02,0.02,0.04,0.02,0.04
1613,Chris Mepham\Chris-Mepham,wal WAL,DF,Bournemouth,eng Premier League,20,1997,13,10,850,9.4,0,1,0,0,0,1,0,0,0.11,0.11,0,0.11,0,0,0,0,0,0,0,0,0
1614,Gabriel Mercado\Gabriel-Mercado,ar ARG,DF,Sevilla,es La Liga,31,1987,23,19,1738,19.3,2,1,2,0,0,10,0,0.1,0.05,0.16,0.1,0.16,1.1,1.1,0,1.1,0.06,0,0.06,0.06,0.06
1615,Alex Meret\Alex-Meret,it ITA,GK,Napoli,it Serie A,21,1997,14,13,1151,12.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1616,Mehdi Merghem\Mehdi-Merghem,fr FRA,FWMF,Guingamp,fr Ligue 1,21,1997,9,9,721,8,0,1,0,0,0,3,0,0,0.12,0.12,0,0.12,1.2,1.2,0.1,1.2,0.14,0.01,0.16,0.14,0.16
1617,Mikel Merino\Mikel-Merino,es ESP,MF,Real Sociedad,es La Liga,22,1996,29,24,2055,22.8,3,3,3,0,0,10,1,0.13,0.13,0.26,0.13,0.26,2.6,2.6,1.7,4.4,0.12,0.08,0.19,0.12,0.19
1618,Sabin Merino\Sabin-Merino,es ESP,FWMF,Leganés,es La Liga,26,1992,12,2,295,3.3,0,0,0,0,0,0,0,0,0,0,0,0,1.5,1.5,0.2,1.7,0.46,0.05,0.51,0.46,0.51
1619,Martín Merquelanz\Martin-Merquelanz,es ESP,MF,Real Sociedad,es La Liga,23,1995,1,0,6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1620,Dries Mertens\Dries-Mertens,be BEL,FW,Napoli,it Serie A,31,1987,35,23,2252,25,16,11,15,1,1,1,0,0.64,0.44,1.08,0.6,1.04,12.3,11.5,7.6,19.1,0.49,0.3,0.79,0.46,0.76
1621,Roque Mesa\Roque-Mesa,es ESP,MF,Sevilla,es La Liga,29,1989,31,20,1746,19.4,2,2,2,0,0,11,1,0.1,0.1,0.21,0.1,0.21,1.7,1.7,1.4,3.1,0.09,0.07,0.16,0.09,0.16
1622,Lionel Messi\Lionel-Messi,ar ARG,FW,Barcelona,es La Liga,31,1987,34,29,2713,30.1,36,13,32,4,5,3,0,1.19,0.43,1.63,1.06,1.49,23.3,19.5,13.5,33,0.77,0.45,1.22,0.65,1.1
1623,Romain Métanire\Romain-Metanire,mg MAD,DFMF,Reims,fr Ligue 1,28,1990,5,4,313,3.5,0,0,0,0,0,1,1,0,0,0,0,0,0.4,0.4,0,0.4,0.12,0.01,0.13,0.12,0.13
1624,Thomas Meunier\Thomas-Meunier,be BEL,DFMF,Paris S-G,fr Ligue 1,26,1991,22,19,1610,17.9,3,3,3,0,0,2,0,0.17,0.17,0.34,0.17,0.34,2.9,2.9,3.5,6.3,0.16,0.19,0.35,0.16,0.35
1625,Mexer\Mexer,mz MOZ,DF,Rennes,fr Ligue 1,29,1988,29,29,2469,27.4,0,0,0,0,0,3,0,0,0,0,0,0,0.6,0.6,0.1,0.7,0.02,0.01,0.03,0.02,0.03
1626,Max Meyer\Max-Meyer,de GER,MFFW,Crystal Palace,eng Premier League,22,1995,29,15,1416,15.7,1,2,1,0,0,3,0,0.06,0.13,0.19,0.06,0.19,2.2,2.2,1.2,3.5,0.14,0.08,0.22,0.14,0.22
1627,Matt Miazga\Matt-Miazga,us USA,DF,Nantes,fr Ligue 1,23,1995,8,8,720,8,0,0,0,0,0,5,0,0,0,0,0,0,0.4,0.4,0.3,0.7,0.05,0.04,0.08,0.05,0.08
1628,Míchel\Michel,es ESP,MF,Valladolid,es La Liga,30,1988,35,27,2553,28.4,1,2,1,0,1,9,0,0.04,0.07,0.11,0.04,0.11,1.5,0.7,3.8,4.5,0.05,0.13,0.19,0.02,0.16
1629,Clément Michelin\Clement-Michelin,fr FRA,DF,Toulouse,fr Ligue 1,21,1997,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1630,Petar Mićin\Petar-Micin,rs SRB,MF,Udinese,it Serie A,19,1998,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1631,Miguel\Miguel,es ESP,MF,Valladolid,es La Liga,18,1999,2,0,12,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,1.18,0,1.18,1.18,1.18
1632,Florian Miguel\Florian-Miguel,fr FRA,DF,Nîmes,fr Ligue 1,21,1996,13,12,1117,12.4,0,1,0,0,0,2,1,0,0.08,0.08,0,0.08,0.2,0.2,0.6,0.8,0.01,0.05,0.06,0.01,0.06
1633,Nikola Milenković\Nikola-Milenkovic,rs SRB,DF,Fiorentina,it Serie A,20,1997,34,34,3008,33.4,3,0,3,0,0,8,1,0.09,0,0.09,0.09,0.09,2.6,2.6,0.3,2.9,0.08,0.01,0.09,0.08,0.09
1634,Arkadiusz Milik\Arkadiusz-Milik,pl POL,FW,Napoli,it Serie A,24,1994,35,27,2396,26.6,17,3,17,0,0,4,0,0.64,0.11,0.75,0.64,0.75,15.6,15.6,3,18.6,0.58,0.11,0.7,0.58,0.7
1635,Sergej Milinković-Savić\Sergej-Milinkovic-Savic,rs SRB,MF,Lazio,it Serie A,23,1995,31,29,2396,26.6,5,3,5,0,0,7,1,0.19,0.11,0.3,0.19,0.3,5.4,5.4,3.9,9.3,0.2,0.15,0.35,0.2,0.35
1636,Vanja Milinković-Savić\Vanja-Milinkovic-Savic,rs SRB,GK,SPAL,it Serie A,21,1997,2,2,164,1.8,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1637,Luka Milivojević\Luka-Milivojevic,rs SRB,MF,Crystal Palace,eng Premier League,27,1991,38,38,3420,38,12,2,2,10,11,10,0,0.32,0.05,0.37,0.05,0.11,11.1,2.7,3,5.7,0.29,0.08,0.37,0.07,0.15
1638,Pere Milla\Pere-Milla,es ESP,FWMF,Eibar,es La Liga,25,1992,5,5,341,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4,0.05,0.05,0.1,0.05,0.1
1639,Vincenzo Millico\Vincenzo-Millico,it ITA,MF,Torino,it Serie A,17,2000,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1640,James Milner\James-Milner,eng ENG,MFDF,Liverpool,eng Premier League,32,1986,31,19,1789,19.9,5,4,2,3,3,6,1,0.25,0.2,0.45,0.1,0.3,3.9,1.7,4.8,6.5,0.2,0.24,0.44,0.08,0.33
1641,Santi Mina\Santi-Mina,es ESP,FW,Valencia,es La Liga,22,1995,30,23,1852,20.6,7,5,7,0,0,4,0,0.34,0.24,0.58,0.34,0.58,7.4,7.2,2.6,9.8,0.36,0.13,0.48,0.35,0.48
1642,Yerry Mina\Yerry-Mina,co COL,DF,Everton,eng Premier League,23,1994,13,10,892,9.9,1,0,1,0,0,3,0,0.1,0,0.1,0.1,0.1,0.4,0.4,0.2,0.6,0.04,0.02,0.06,0.04,0.06
1643,Tyrone Mings\Tyrone-Mings,eng ENG,DF,Bournemouth,eng Premier League,25,1993,5,2,143,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1644,Ignasi Miquel\Ignasi-Miquel,es ESP,DF,Getafe,es La Liga,25,1992,7,4,316,3.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1645,Kevin Mirallas\Kevin-Mirallas,be BEL,FWMF,Fiorentina,it Serie A,30,1987,27,15,1299,14.4,2,1,2,0,0,2,0,0.14,0.07,0.21,0.14,0.21,2.7,2.7,1.5,4.1,0.18,0.1,0.28,0.18,0.28
1646,Jorge Miramón\Jorge-Miramon,es ESP,DF,Huesca,es La Liga,29,1989,30,30,2492,27.7,1,0,1,0,0,5,0,0.04,0,0.04,0.04,0.04,0.7,0.7,1.7,2.4,0.02,0.06,0.09,0.02,0.09
1647,Miranda\Miranda,br BRA,DF,Inter,it Serie A,33,1984,14,14,1158,12.9,0,0,0,0,0,3,0,0,0,0,0,0,0.4,0.4,0,0.4,0.03,0,0.03,0.03,0.03
1648,Antonio Mirante\Antonio-Mirante,it ITA,GK,Roma,it Serie A,35,1983,11,11,990,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1649,Virgil Misidjan\Virgil-Misidjan,nl NED,FWMF,Nürnberg,de Bundesliga,25,1993,23,17,1543,17.1,1,1,1,0,0,5,0,0.06,0.06,0.12,0.06,0.12,2.2,2.2,1.1,3.3,0.13,0.06,0.19,0.13,0.19
1650,Simone Missiroli\Simone-Missiroli,it ITA,MF,SPAL,it Serie A,32,1986,34,33,2741,30.5,0,0,0,0,0,9,0,0,0,0,0,0,0.5,0.5,1.2,1.7,0.02,0.04,0.06,0.02,0.06
1651,Kostas Mitroglou\Kostas-Mitroglou,gr GRE,FW,Marseille,fr Ligue 1,30,1988,14,7,580,6.4,3,0,3,0,0,0,0,0.47,0,0.47,0.47,0.47,4.1,4.1,0.3,4.3,0.63,0.04,0.67,0.63,0.67
1652,Aleksandar Mitrović\Aleksandar-Mitrovic,rs SRB,FW,Fulham,eng Premier League,23,1994,37,37,3280,36.4,11,3,10,1,1,7,0,0.3,0.08,0.38,0.27,0.36,14.6,13.9,2.5,16.3,0.4,0.07,0.47,0.38,0.45
1653,Stefan Mitrović\Stefan-Mitrovic,rs SRB,DF,Strasbourg,fr Ligue 1,28,1990,34,34,3026,33.6,0,0,0,0,0,8,2,0,0,0,0,0,1.2,1.2,0.3,1.5,0.04,0.01,0.04,0.04,0.04
1654,Maximilian Mittelstädt\Maximilian-Mittelstadt,de GER,DFMF,Hertha BSC,de Bundesliga,21,1997,25,20,1804,20,1,1,1,0,0,3,1,0.05,0.05,0.1,0.05,0.1,1.1,1.1,2.2,3.3,0.06,0.11,0.16,0.06,0.16
1655,Henrikh Mkhitaryan\Henrikh-Mkhitaryan,am ARM,FWMF,Arsenal,eng Premier League,29,1989,25,19,1641,18.2,6,4,6,0,0,1,0,0.33,0.22,0.55,0.33,0.55,4.6,4.6,4.3,8.9,0.25,0.24,0.49,0.25,0.49
1656,Luka Modrić\Luka-Modric,hr CRO,MF,Real Madrid,es La Liga,32,1985,34,31,2608,29,3,6,3,0,0,6,0,0.1,0.21,0.31,0.1,0.31,2.9,2.9,3.1,6,0.1,0.11,0.21,0.1,0.21
1657,Kevin Möhwald\Kevin-Mohwald,de GER,MFFW,Werder Bremen,de Bundesliga,25,1993,23,7,873,9.7,3,1,3,0,0,2,0,0.31,0.1,0.41,0.31,0.41,1.1,1.1,1.1,2.2,0.11,0.12,0.23,0.11,0.23
1658,Niklas Moisander\Niklas-Moisander,fi FIN,DF,Werder Bremen,de Bundesliga,32,1985,30,30,2637,29.3,0,0,0,0,0,7,1,0,0,0,0,0,0.4,0.4,0.8,1.2,0.01,0.03,0.04,0.01,0.04
1659,Johan Mojica\Johan-Mojica,co COL,DFMF,Girona,es La Liga,25,1992,1,0,20,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1660,Hakim El Mokeddem\Hakim-El-Mokeddem,br BRA,FWMF,Toulouse,fr Ligue 1,19,1999,2,0,25,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0.59,0.59,0,0.59
1661,Jorge Molina\Jorge-Molina,es ESP,FW,Getafe,es La Liga,36,1982,38,28,2648,29.4,14,5,12,2,2,2,0,0.48,0.17,0.65,0.41,0.58,11.4,9.9,5.3,15.2,0.39,0.18,0.57,0.34,0.52
1662,Cristian Molinaro\Cristian-Molinaro,it ITA,DFMF,Frosinone,it Serie A,35,1983,14,13,1159,12.9,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1.1,1.1,0,0.09,0.09,0,0.09
1663,Victor Mollejo\Victor-Mollejo,es ESP,FWMF,Atlético Madrid,es La Liga,17,2001,4,0,65,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0.09,0.05,0.14,0.09,0.14
